iter	RMSE
951	0.5694708009
952	0.5685746127
953	0.5678745533
954	0.5675354447
955	0.5666547051
956	0.5659440636
957	0.5653786194
958	0.5649052457
959	0.5638574944
960	0.5634408957
961	0.5629467579
962	0.562317645
963	0.5616323842
964	0.5608786384
965	0.560399306
966	0.5602178115
967	0.5593342215
968	0.5591272688
969	0.5580343522
970	0.5572066666
971	0.556623748
972	0.5559498838
973	0.5556656776
974	0.5546933503
975	0.5541062489
976	0.5535460955
977	0.5530976108
978	0.5523214341
979	0.551333822
980	0.550764071
981	0.5501469056
982	0.5493288104
983	0.5490542998
984	0.5484978366
985	0.547562418
986	0.5461654125
987	0.5452538264
988	0.5449487051
989	0.5439908097
990	0.5432030222
991	0.5425024695
992	0.542412714
993	0.5421814009
994	0.5419910621
995	0.5408448736
996	0.5401290854
997	0.5396182615
998	0.539149239
999	0.5382550249
